token_id,ensembl_id,gene_name,gene_median
21262,ENSG00000118960,HS1BP3,0.87
21263,ENSG00000275469,MIR6130,
21264,ENSG00000185129,PURA,1.32
21265,ENSG00000196862,RGPD4,0.91
21266,ENSG00000131013,PPIL4,1.34
21267,ENSG00000113460,BRIX1,1.19
21268,ENSG00000197467,COL13A1,1.03
21269,ENSG00000147689,FAM83A,1.06
21270,ENSG00000003989,SLC7A2,1.75
21271,ENSG00000107147,KCNT1,1.46
21272,ENSG00000196208,GREB1,1.33
21273,ENSG00000253138,LINC00967,1.07
21274,ENSG00000140274,DUOXA2,6.09
21275,ENSG00000106772,PRUNE2,2.47
21276,ENSG00000291263,SMG1P7,
21277,ENSG00000105497,ZNF175,0.83
21278,ENSG00000100448,CTSG,3.23
21279,ENSG00000101966,XIAP,1.33
21280,ENSG00000269699,ZIM2,0.96
21281,ENSG00000142459,EVI5L,0.92
21282,ENSG00000167363,FN3K,0.94
21283,ENSG00000152207,CYSLTR2,1.81
21284,ENSG00000184350,MRGPRE,2.53
21285,ENSG00000216863,LY86-AS1,2.4
21286,ENSG00000197157,SND1,2.2
21287,ENSG00000166963,MAP1A,1.33
21288,ENSG00000091527,CDV3,1.9
21289,ENSG00000182197,EXT1,4.13
21290,ENSG00000247708,STX18-AS1,1.26
21291,ENSG00000273802,H2BC8,
21292,ENSG00000142173,COL6A2,3.58
21293,ENSG00000291019,AACSP1,
21294,ENSG00000173083,HPSE,0.95
21295,ENSG00000265661,,
21296,ENSG00000185049,NELFA,1.03
21297,ENSG00000233382,NKAPP1,
21298,ENSG00000170579,DLGAP1,3.97
21299,ENSG00000224944,CASC6,1.0
21300,ENSG00000145087,STXBP5L,3.34
21301,ENSG00000290555,LINC00680,
21302,ENSG00000105072,C19orf44,0.79
21303,ENSG00000285387,NDUFS3,1.47
21304,ENSG00000134640,MTNR1B,0.69
21305,ENSG00000005884,ITGA3,1.35
21306,ENSG00000264402,MIR548AL,
21307,ENSG00000286042,LCAL1,0.55
21308,ENSG00000159527,PGLYRP3,0.7
21309,ENSG00000099810,MTAP,1.58
21310,ENSG00000186943,OR13C8,
21311,ENSG00000197125,OR8B8,1.07
21312,ENSG00000138346,DNA2,0.91
21313,ENSG00000241697,TMEFF1,1.83
21314,ENSG00000135597,REPS1,1.51
21315,ENSG00000249730,OR10J4,
21316,ENSG00000180957,PITPNB,1.68
21317,ENSG00000278418,MIR6512,
21318,ENSG00000275572,GRIFIN,0.81
21319,ENSG00000265321,MIR4263,
21320,ENSG00000105085,MED26,0.94
21321,ENSG00000206026,SMIM21,1.055
21322,ENSG00000174738,NR1D2,1.36
21323,ENSG00000268513,,
21324,ENSG00000204511,MCCD1,3.41
21325,ENSG00000178750,STX19,0.91
21326,ENSG00000152266,PTH,2.0
21327,ENSG00000287151,C2orf27A,1.07
21328,ENSG00000183753,BPY2,
21329,ENSG00000282522,PKD1P1,
21330,ENSG00000270123,VTRNA2-1,
21331,ENSG00000136451,VEZF1,1.2
21332,ENSG00000259849,VENTXP1,0.91
21333,ENSG00000175535,PNLIP,1.1
21334,ENSG00000111424,VDR,1.16
21335,ENSG00000135333,EPHA7,1.95
21336,ENSG00000029725,RABEP1,1.81
21337,ENSG00000131746,TNS4,1.35
21338,ENSG00000162591,MEGF6,0.98
21339,ENSG00000221829,FANCG,0.67
21340,ENSG00000115902,SLC1A4,1.1
21341,ENSG00000070019,GUCY2C,2.48
21342,ENSG00000184381,PLA2G6,1.06
21343,ENSG00000140876,NUDT7,0.77
21344,ENSG00000204949,FAM83A-AS1,1.39
21345,ENSG00000185737,NRG3,8.48
21346,ENSG00000166527,CLEC4D,1.19
21347,ENSG00000125482,TTF1,1.09
21348,ENSG00000269411,,1.76
21349,ENSG00000136891,TEX10,1.02
21350,ENSG00000131269,ABCB7,1.19
21351,ENSG00000074370,ATP2A3,1.9
21352,ENSG00000091039,OSBPL8,2.62
21353,ENSG00000262911,DNAJC28,0.71
21354,ENSG00000004487,KDM1A,1.57
21355,ENSG00000110906,KCTD10,0.85
21356,ENSG00000277785,SNORD116-21,
21357,ENSG00000126856,PRDM7,0.84
21358,ENSG00000283708,KIR2DL3,3.69
21359,ENSG00000148730,EIF4EBP2,1.2
21360,ENSG00000179528,LBX2,0.62
21361,ENSG00000151575,TEX9,1.25
21362,ENSG00000275779,NTAN1,1.02
21363,ENSG00000227927,MACROD2-IT1,0.76
21364,ENSG00000248098,BCKDHA,0.94
21365,ENSG00000170296,GABARAP,4.66
21366,ENSG00000229359,PIN1P1,
21367,ENSG00000141434,MEP1B,1.32
21368,ENSG00000171243,SOSTDC1,0.95
21369,ENSG00000243955,GSTA1,4.86
21370,ENSG00000290610,PRSS40B,
21371,ENSG00000199085,MIR148A,
21372,ENSG00000133169,BEX1,2.82
21373,ENSG00000171476,HOPX,2.61
21374,ENSG00000224286,LINC01142,0.92
21375,ENSG00000260456,C16orf95,0.76
21376,ENSG00000103091,WDR59,1.26
21377,ENSG00000283931,MIR18B,
21378,ENSG00000163902,RPN1,1.43
21379,ENSG00000205143,ARID3C,0.6
21380,ENSG00000137198,GMPR,1.26
21381,ENSG00000207994,MIR100,
21382,ENSG00000168487,BMP1,0.98
21383,ENSG00000280997,CCAT2,0.63
21384,ENSG00000186924,KRTAP22-1,0.84
21385,ENSG00000206432,TMEM200C,0.82
21386,ENSG00000164008,C1orf50,0.88
21387,ENSG00000167775,CD320,1.31
21388,ENSG00000102384,CENPI,0.81
21389,ENSG00000198933,TBKBP1,0.81
21390,ENSG00000253276,CCDC71L,0.93
21391,ENSG00000221436,MIR548F3,
21392,ENSG00000215915,ATAD3C,0.89
21393,ENSG00000133131,MORC4,1.03
21394,ENSG00000053372,MRTO4,1.17
21395,ENSG00000198570,RD3,1.9
21396,ENSG00000174799,CEP135,1.14
21397,ENSG00000008988,RPS20,11.16
21398,ENSG00000183709,IFNL2,0.81
21399,ENSG00000281775,FTCD,2.3
21400,ENSG00000162813,BPNT1,0.81
21401,ENSG00000159214,CCDC24,0.77
21402,ENSG00000268606,MAGEA2,0.54
21403,ENSG00000176153,GPX2,3.68
21404,ENSG00000276130,SLC22A18,0.95
21405,ENSG00000124279,FASTKD3,0.69
21406,ENSG00000124333,VAMP7,0.9
21407,ENSG00000120837,NFYB,1.02
21408,ENSG00000129680,MAP7D3,1.04
21409,ENSG00000177791,MYOZ1,1.02
21410,ENSG00000141294,LRRC46,1.24
21411,ENSG00000250433,CLSTN2-AS1,0.79
21412,ENSG00000168412,MTNR1A,0.67
21413,ENSG00000273383,,0.76
21414,ENSG00000161179,YDJC,0.95
21415,ENSG00000178878,APOLD1,1.96
21416,ENSG00000204116,CHIC1,1.22
21417,ENSG00000178522,AMBN,1.3
21418,ENSG00000166359,WDR88,0.96
21419,ENSG00000291057,ABCC6P1,
21420,ENSG00000116649,SRM,1.85
21421,ENSG00000182923,CEP63,1.17
21422,ENSG00000234177,LINC01114,1.02
21423,ENSG00000204946,ZNF783,0.94
21424,ENSG00000266777,SH3GL1P1,
21425,ENSG00000146205,ANO7,0.71
21426,ENSG00000145147,SLIT2,3.24
21427,ENSG00000284204,MIR19A,
21428,ENSG00000199390,SNORD114-7,
21429,ENSG00000211574,MIR770,
21430,ENSG00000153303,FRMD1,2.04
21431,ENSG00000108592,FTSJ3,0.88
21432,ENSG00000186919,ZACN,0.94
21433,ENSG00000278571,MIR7161,
21434,ENSG00000164096,C4orf3,2.28
21435,ENSG00000154099,DNAAF1,1.72
21436,ENSG00000242950,ERVW-1,1.25
21437,ENSG00000228495,LINC01013,1.2
21438,ENSG00000160345,PIERCE1,0.79
21439,ENSG00000126254,RBM42,1.12
21440,ENSG00000130164,LDLR,1.59
21441,ENSG00000116194,ANGPTL1,1.34
21442,ENSG00000273983,H3C8,
21443,ENSG00000196531,NACA,14.91
21444,ENSG00000127366,TAS2R5,0.82
21445,ENSG00000167196,FBXO22,1.21
21446,ENSG00000071655,MBD3,1.01
21447,ENSG00000154803,FLCN,1.01
21448,ENSG00000077254,USP33,1.68
21449,ENSG00000109471,IL2,3.4
21450,ENSG00000276536,HRAS,1.19
21451,ENSG00000288905,LSP1P5,
21452,ENSG00000202111,VTRNA1-2,
21453,ENSG00000268642,,1.22
21454,ENSG00000076201,PTPN23,0.83
21455,ENSG00000174562,KLK15,1.13
21456,ENSG00000153094,BCL2L11,1.17
21457,ENSG00000247271,ZBED5-AS1,0.88
21458,ENSG00000100100,PIK3IP1,2.07
21459,ENSG00000278099,RNVU1-2A,
21460,ENSG00000285233,LINC00940,1.02
21461,ENSG00000267876,,0.57
21462,ENSG00000250582,SMAD1-AS2,0.91
21463,ENSG00000166947,EPB42,2.12
21464,ENSG00000198793,MTOR,1.15
21465,ENSG00000226124,FTCDNL1,1.1
21466,ENSG00000184697,CLDN6,1.77
21467,ENSG00000165457,FOLR2,2.83
21468,ENSG00000172940,SLC22A13,0.71
21469,ENSG00000187747,OR52B6,0.845
21470,ENSG00000264623,MIR4796,
21471,ENSG00000264966,MIR5094,
21472,ENSG00000172167,MTBP,0.92
21473,ENSG00000116127,ALMS1,1.46
21474,ENSG00000143994,ABHD1,0.88
21475,ENSG00000103591,AAGAB,1.09
21476,ENSG00000142748,FCN3,3.14
21477,ENSG00000162999,DUSP19,0.76
21478,ENSG00000150281,CTF1,0.68
21479,ENSG00000163719,MTMR14,1.07
21480,ENSG00000164076,CAMKV,1.14
21481,ENSG00000010292,NCAPD2,1.09
21482,ENSG00000111728,ST8SIA1,1.87
21483,ENSG00000187957,DNER,2.36
21484,ENSG00000006282,SPATA20,0.85
21485,ENSG00000290708,SSX9P,
21486,ENSG00000124357,NAGK,1.11
21487,ENSG00000207992,MIR519A1,
21488,ENSG00000116455,WDR77,0.8
21489,ENSG00000164877,MICALL2,1.0
21490,ENSG00000197989,SNHG12,1.2
21491,ENSG00000173809,TDRD12,0.95
21492,ENSG00000126353,CCR7,4.04
21493,ENSG00000152495,CAMK4,3.18
21494,ENSG00000120498,TEX11,1.0
21495,ENSG00000115648,MLPH,1.35
21496,ENSG00000111732,AICDA,1.52
21497,ENSG00000268722,,1.32
21498,ENSG00000165879,FRAT1,0.84
21499,ENSG00000211580,MIR769,
21500,ENSG00000085563,ABCB1,2.28
21501,ENSG00000151729,SLC25A4,1.38
21502,ENSG00000278828,H3C10,
21503,ENSG00000106278,PTPRZ1,3.79
21504,ENSG00000156504,PABIR2,0.86
21505,ENSG00000158869,FCER1G,8.5
21506,ENSG00000157303,SUSD3,1.46
21507,ENSG00000275043,SNORD25,
21508,ENSG00000229557,LINC00379,1.04
21509,ENSG00000199168,MIR374A,
21510,ENSG00000236149,ABCF1,1.53
21511,ENSG00000279058,AGAP14P,
21512,ENSG00000075303,SLC25A40,0.97
21513,ENSG00000281250,LINC02054,0.98
21514,ENSG00000100612,DHRS7,1.46
21515,ENSG00000233493,TMEM238,1.25
21516,ENSG00000122180,MYOG,3.3
21517,ENSG00000164736,SOX17,1.71
21518,ENSG00000230134,HCG24,0.58
21519,ENSG00000147650,LRP12,1.11
21520,ENSG00000207653,MIR558,
21521,ENSG00000109606,DHX15,1.55
21522,ENSG00000138777,PPA2,1.57
21523,ENSG00000119899,SLC17A5,1.17
21524,ENSG00000235284,SNORD62A,
21525,ENSG00000114439,BBX,2.37
21526,ENSG00000175183,CSRP2,2.11
21527,ENSG00000151005,TKTL2,0.77
21528,ENSG00000009844,VTA1,1.22
21529,ENSG00000179943,FIZ1,0.68
21530,ENSG00000184106,TREML3P,
21531,ENSG00000136944,LMX1B,0.92
21532,ENSG00000175482,POLD4,1.67
21533,ENSG00000060558,GNA15,1.34
21534,ENSG00000130147,SH3BP4,1.1
21535,ENSG00000175105,ZNF654,1.42
21536,ENSG00000277255,MIR7854,
21537,ENSG00000284848,LINC02359,0.91
21538,ENSG00000065882,TBC1D1,1.58
21539,ENSG00000125084,WNT1,2.21
21540,ENSG00000111218,PRMT8,1.52
21541,ENSG00000141013,GAS8,0.8
21542,ENSG00000114867,EIF4G1,1.54
21543,ENSG00000183785,TUBA8,0.86
21544,ENSG00000152520,PAN3,2.59
21545,ENSG00000235314,LINC00957,1.18
21546,ENSG00000267064,UXT-AS1,0.87
21547,ENSG00000149792,MRPL49,0.84
21548,ENSG00000281013,NDUFA6,2.01
21549,ENSG00000101473,ACOT8,0.86
21550,ENSG00000162771,GARIN4,0.84
21551,ENSG00000133115,STOML3,1.52
21552,ENSG00000108424,KPNB1,2.43
21553,ENSG00000128510,CPA4,1.69
21554,ENSG00000273700,MIR6760,
21555,ENSG00000010219,DYRK4,0.85
21556,ENSG00000286219,NOTCH2NLC,1.08
21557,ENSG00000267877,,
21558,ENSG00000154451,GBP5,2.7
21559,ENSG00000197386,HTT,1.52
21560,ENSG00000264712,MIR4504,
21561,ENSG00000124564,SLC17A3,2.51
21562,ENSG00000283572,MIR4251,
21563,ENSG00000088538,DOCK3,3.1
21564,ENSG00000226121,AHCTF1P1,
21565,ENSG00000020633,RUNX3,3.14
21566,ENSG00000178913,TAF7,1.75
21567,ENSG00000064115,TM7SF3,1.31
21568,ENSG00000184887,BTBD6,0.81
21569,ENSG00000196954,CASP4,1.61
21570,ENSG00000278429,GOLGA8EP,
21571,ENSG00000140009,ESR2,1.42
21572,ENSG00000106400,ZNHIT1,1.89
21573,ENSG00000157224,CLDN12,0.91
21574,ENSG00000221264,MIR1284,
21575,ENSG00000173218,VANGL1,0.71
21576,ENSG00000270959,LPP-AS2,0.64
21577,ENSG00000156869,FRRS1,0.9
21578,ENSG00000198965,OR10R2,0.93
21579,ENSG00000144285,SCN1A,3.34
21580,ENSG00000112079,STK38,1.65
21581,ENSG00000268476,,1.35
21582,ENSG00000274052,OR7E156P,
21583,ENSG00000207590,MIR215,
21584,ENSG00000278617,MIR8074,
21585,ENSG00000163736,PPBP,3.8
21586,ENSG00000134077,THUMPD3,0.93
21587,ENSG00000274986,MIR6750,
21588,ENSG00000164124,TMEM144,1.44
21589,ENSG00000119913,TECTB,0.97
21590,ENSG00000138472,GUCA1C,2.63
21591,ENSG00000114446,IFT57,1.29
21592,ENSG00000236409,NRADDP,
21593,ENSG00000158482,SNX29P1,
21594,ENSG00000055957,ITIH1,4.51
21595,ENSG00000116337,AMPD2,0.88
21596,ENSG00000136003,ISCU,1.75
21597,ENSG00000152669,CCNO,0.77
21598,ENSG00000109452,INPP4B,3.19
21599,ENSG00000134955,SLC37A2,1.05
21600,ENSG00000291072,CROCCP2,
21601,ENSG00000100099,HPS4,1.0
21602,ENSG00000168476,REEP4,0.77
21603,ENSG00000094755,GABRP,1.52
21604,ENSG00000238578,SNORD4A,
21605,ENSG00000100068,LRP5L,0.88
21606,ENSG00000290720,ZNF542P,
21607,ENSG00000279782,PPIAL4F,
21608,ENSG00000284363,MIR224,
21609,ENSG00000050130,JKAMP,1.04
21610,ENSG00000168038,ULK4,1.63
21611,ENSG00000145241,CENPC,1.54
21612,ENSG00000163161,ERCC3,0.99
21613,ENSG00000243319,FGF14-IT1,0.8
21614,ENSG00000284796,DCAF11,0.98
21615,ENSG00000106538,RARRES2,2.39
21616,ENSG00000081087,OSTM1,1.1
21617,ENSG00000106733,NMRK1,1.16
21618,ENSG00000179144,GIMAP7,4.33
21619,ENSG00000182931,WFDC10B,0.98
21620,ENSG00000179833,SERTAD2,1.32
21621,ENSG00000072364,AFF4,2.35
21622,ENSG00000002587,HS3ST1,1.32
21623,ENSG00000083828,ZNF586,1.17
21624,ENSG00000251247,ZNF345,1.15
21625,ENSG00000174804,FZD4,1.15
21626,ENSG00000282972,GNG4,1.53
21627,ENSG00000100276,RASL10A,0.83
21628,ENSG00000119917,IFIT3,1.53
21629,ENSG00000279247,AK6,1.1
21630,ENSG00000258279,LINC00592,0.64
21631,ENSG00000283594,FAM236C,0.635
21632,ENSG00000186204,CYP4F12,1.56
21633,ENSG00000237330,RNF223,0.7
21634,ENSG00000207695,MIR184,
21635,ENSG00000139318,DUSP6,1.61
21636,ENSG00000213931,HBE1,1.59
21637,ENSG00000135828,RNASEL,0.91
21638,ENSG00000129003,VPS13C,2.23
21639,ENSG00000277161,PIGW,0.62
21640,ENSG00000165898,ISCA2,1.01
21641,ENSG00000182963,GJC1,1.0
21642,ENSG00000254466,OR4D10,1.105
21643,ENSG00000203785,SPRR2E,0.74
21644,ENSG00000166426,CRABP1,3.41
21645,ENSG00000233701,PRR23C,0.61
21646,ENSG00000123384,LRP1,1.89
21647,ENSG00000263526,MIR378G,
21648,ENSG00000180083,WFDC11,0.88
21649,ENSG00000268500,SIGLEC5,1.23
21650,ENSG00000174963,ZIC4,1.25
21651,ENSG00000265111,,1.51
21652,ENSG00000041988,THAP3,0.8
21653,ENSG00000237092,LINC01065,1.15
21654,ENSG00000233614,DDX11L10,
21655,ENSG00000028137,TNFRSF1B,2.82
21656,ENSG00000135829,DHX9,1.88
21657,ENSG00000198947,DMD,4.81
21658,ENSG00000182247,UBE2E2,3.06
21659,ENSG00000242185,,
21660,ENSG00000283333,MIR7977,
21661,ENSG00000265178,MIR4728,
21662,ENSG00000266531,MIR4706,
21663,ENSG00000131650,KREMEN2,0.78
21664,ENSG00000111644,ACRBP,0.87
21665,ENSG00000005243,COPZ2,1.23
21666,ENSG00000113300,CNOT6,1.16
21667,ENSG00000123572,NRK,2.2
21668,ENSG00000135111,TBX3,1.42
21669,ENSG00000070614,NDST1,0.96
21670,ENSG00000003756,RBM5,1.47
21671,ENSG00000214686,IQCF6,
21672,ENSG00000163867,ZMYM6,1.12
21673,ENSG00000131732,ZCCHC9,0.93
21674,ENSG00000248920,USP17L19,
21675,ENSG00000242412,DBIL5P2,
21676,ENSG00000005381,MPO,3.37
21677,ENSG00000179115,FARSA,1.02
21678,ENSG00000178538,CA8,1.31
21679,ENSG00000080819,CPOX,0.85
21680,ENSG00000182854,OR4F15,0.5
21681,ENSG00000142185,TRPM2,1.39
21682,ENSG00000269023,,
21683,ENSG00000179331,RAB39A,0.87
21684,ENSG00000232709,MARK2P9,
21685,ENSG00000135049,AGTPBP1,1.92
21686,ENSG00000272706,,1.05
21687,ENSG00000215853,RPTN,1.05
21688,ENSG00000122335,SERAC1,0.87
21689,ENSG00000174903,RAB1B,1.11
21690,ENSG00000165006,UBAP1,1.56
21691,ENSG00000266072,MIR5693,
21692,ENSG00000065371,ROPN1,0.9
21693,ENSG00000003987,MTMR7,1.57
21694,ENSG00000281305,LINC00574,0.71
21695,ENSG00000273085,OR52E1,
21696,ENSG00000121989,ACVR2A,1.57
21697,ENSG00000164303,ENPP6,1.57
21698,ENSG00000182271,TMIGD1,5.78
21699,ENSG00000274112,SMDT1,1.94
21700,ENSG00000268257,AIRN,0.84
21701,ENSG00000082014,SMARCD3,1.08
21702,ENSG00000228784,LINC00954,1.18
21703,ENSG00000259129,LINC00648,0.83
21704,ENSG00000204138,PHACTR4,2.01
21705,ENSG00000109323,MANBA,1.62
21706,ENSG00000188038,NRN1L,0.67
21707,ENSG00000005889,ZFX,1.37
21708,ENSG00000172315,TP53RK,0.86
21709,ENSG00000274287,SCRIB,0.81
21710,ENSG00000140319,SRP14,7.05
21711,ENSG00000173166,RAPH1,1.62
21712,ENSG00000149809,TM7SF2,1.2
21713,ENSG00000138814,PPP3CA,3.19
21714,ENSG00000120903,CHRNA2,1.31
21715,ENSG00000106526,ACTR3C,1.09
21716,ENSG00000274419,TBC1D3D,0.87
21717,ENSG00000266517,MIR4715,
21718,ENSG00000213901,SLC23A3,0.91
21719,ENSG00000128052,KDR,1.8
21720,ENSG00000100342,APOL1,1.2
21721,ENSG00000180988,OR52N2,0.55
21722,ENSG00000283717,MIR6831,
21723,ENSG00000156261,CCT8,2.35
21724,ENSG00000207654,MIR128-1,
21725,ENSG00000277268,LHX1-DT,1.29
21726,ENSG00000115593,SMYD1,2.27
21727,ENSG00000253305,PCDHGB6,1.12
21728,ENSG00000255398,HCAR3,1.14
21729,ENSG00000270245,,
21730,ENSG00000107537,PHYH,1.0
21731,ENSG00000268264,,0.89
21732,ENSG00000160877,NACC1,0.78
21733,ENSG00000111880,RNGTT,1.67
21734,ENSG00000186965,KRTAP19-2,
21735,ENSG00000105963,ADAP1,1.04
21736,ENSG00000236678,LINC00347,1.17
21737,ENSG00000266198,,0.91
21738,ENSG00000188783,PRELP,4.63
21739,ENSG00000234511,C5orf58,0.83
21740,ENSG00000135250,SRPK2,2.88
21741,ENSG00000119630,PGF,1.23
21742,ENSG00000158813,EDA,1.8
21743,ENSG00000150401,DCUN1D2,1.01
21744,ENSG00000146909,NOM1,0.9
21745,ENSG00000117984,CTSD,2.37
21746,ENSG00000145545,SRD5A1,0.89
21747,ENSG00000273520,SPDYE8,
21748,ENSG00000101126,ADNP,2.0
21749,ENSG00000167107,ACSF2,0.98
21750,ENSG00000170222,ADPRM,0.92
21751,ENSG00000231952,DPY19L1P2,
21752,ENSG00000106436,MYL10,0.81
21753,ENSG00000253327,RAD21-AS1,0.74
21754,ENSG00000177764,,0.84
21755,ENSG00000206557,TRIM71,1.14
21756,ENSG00000270617,URGCP-MRPS24,
21757,ENSG00000270084,GAS5-AS1,0.77
21758,ENSG00000132153,DHX30,1.17
21759,ENSG00000204612,FOXB2,0.28
21760,ENSG00000122779,TRIM24,1.88
21761,ENSG00000274473,SCT,0.95
21762,ENSG00000227456,LINC00310,0.93
21763,ENSG00000168152,THAP9,0.83
21764,ENSG00000176753,PAK6-AS1,0.5
21765,ENSG00000196569,LAMA2,4.03
21766,ENSG00000187239,FNBP1,2.72
21767,ENSG00000126561,STAT5A,1.41
21768,ENSG00000182793,GSTA5,0.72
21769,ENSG00000109851,DBX1,0.7
21770,ENSG00000186283,TOR3A,0.92
21771,ENSG00000106266,SNX8,1.05
21772,ENSG00000183091,NEB,1.55
21773,ENSG00000081041,CXCL2,3.63
21774,ENSG00000283320,MIR103B2,
21775,ENSG00000273357,,0.77
21776,ENSG00000278023,RDM1,0.59
21777,ENSG00000167139,TBC1D21,1.02
21778,ENSG00000257381,MIR3179-2,
21779,ENSG00000152583,SPARCL1,7.04
21780,ENSG00000264319,MIR4801,
21781,ENSG00000177076,ACER2,1.23
21782,ENSG00000204188,GGNBP1,
21783,ENSG00000131015,ULBP2,0.76
21784,ENSG00000081803,CADPS2,2.34
21785,ENSG00000122592,HOXA7,0.86
21786,ENSG00000206114,,1.17
21787,ENSG00000164483,SAMD3,2.89
21788,ENSG00000158985,CDC42SE2,2.53
21789,ENSG00000107651,SEC23IP,1.04
21790,ENSG00000269168,,3.7
21791,ENSG00000258920,FOXN3-AS1,0.6
21792,ENSG00000237190,CDKN2AIPNL,0.95
21793,ENSG00000202503,SNORD34,
21794,ENSG00000153157,SYCP2L,1.08
21795,ENSG00000164588,HCN1,4.27
21796,ENSG00000186977,KRTAP19-5,1.47
21797,ENSG00000198919,DZIP3,1.43
21798,ENSG00000090432,MUL1,0.78
21799,ENSG00000225623,AGBL4-IT1,0.54
21800,ENSG00000111364,DDX55,0.94
21801,ENSG00000165688,PMPCA,0.95
21802,ENSG00000167113,COQ4,1.07
21803,ENSG00000104375,STK3,2.34
21804,ENSG00000101310,SEC23B,1.06
21805,ENSG00000158321,AUTS2,6.71
21806,ENSG00000197706,OR6C74,1.12
21807,ENSG00000265902,MIR4696,
21808,ENSG00000105655,ISYNA1,1.35
21809,ENSG00000196072,BLOC1S2,1.24
21810,ENSG00000119535,CSF3R,2.63
21811,ENSG00000188739,RBM34,0.9
21812,ENSG00000205496,OR51A2,
21813,ENSG00000174672,BRSK2,1.14
21814,ENSG00000154743,TSEN2,1.07
21815,ENSG00000111981,ULBP1,0.7
21816,ENSG00000133246,PRAM1,1.53
21817,ENSG00000051825,MPHOSPH9,1.32
21818,ENSG00000069535,MAOB,1.73
21819,ENSG00000177511,ST8SIA3,1.34
21820,ENSG00000108239,TBC1D12,1.3
21821,ENSG00000068615,REEP1,1.66
21822,ENSG00000167910,CYP7A1,1.75
21823,ENSG00000274376,ADAMTS7P1,
21824,ENSG00000283637,MIR4776-2,
21825,ENSG00000213213,CCDC183,0.81
21826,ENSG00000090889,KIF4A,1.12
21827,ENSG00000159714,ZDHHC1,0.8
21828,ENSG00000176922,OR51S1,0.92
21829,ENSG00000167525,PROCA1,0.73
21830,ENSG00000290418,TPTEP1,
21831,ENSG00000133619,KRBA1,0.72
21832,ENSG00000283203,MIR1246,
21833,ENSG00000240508,PSMB9,2.8
21834,ENSG00000268869,ESPNP,
21835,ENSG00000131153,GINS2,1.23
21836,ENSG00000124557,BTN1A1,1.01
21837,ENSG00000278274,SNORA61,
21838,ENSG00000170260,ZNF212,0.81
21839,ENSG00000149636,DSN1,0.86
21840,ENSG00000196376,SLC35F1,3.12
21841,ENSG00000123609,NMI,1.19
21842,ENSG00000135502,SLC26A10P,0.98
21843,ENSG00000120094,HOXB1,0.62
21844,ENSG00000253313,C1orf210,0.58
21845,ENSG00000144366,GULP1,2.13
21846,ENSG00000005961,ITGA2B,0.94
21847,ENSG00000106541,AGR2,5.82
21848,ENSG00000186472,PCLO,2.44
21849,ENSG00000163827,LRRC2,1.36
21850,ENSG00000056277,ZNF280C,0.92
21851,ENSG00000214087,ARL16,1.05
21852,ENSG00000275543,MPV17L,0.88
21853,ENSG00000207788,MIR519C,
21854,ENSG00000164398,ACSL6,1.7
21855,ENSG00000277108,SNORD49B,
21856,ENSG00000278889,OR2S2,0.575
21857,ENSG00000130338,TULP4,1.62
21858,ENSG00000064726,BTBD1,1.16
21859,ENSG00000211568,MIR670,
21860,ENSG00000163982,OTOP1,0.9
21861,ENSG00000141098,GFOD2,0.98
21862,ENSG00000284442,MIR2110,
21863,ENSG00000189401,OTUD6A,0.77
21864,ENSG00000180758,GPR157,0.83
21865,ENSG00000275518,MIR6718,
21866,ENSG00000066032,CTNNA2,7.14
21867,ENSG00000207816,MIR124-2,
21868,ENSG00000269670,,1.11
21869,ENSG00000186393,KRT26,1.15
21870,ENSG00000091409,ITGA6,2.1
21871,ENSG00000114473,IQCG,1.12
21872,ENSG00000165762,OR4K2,1.19
21873,ENSG00000281696,MIR664A,
21874,ENSG00000234384,LINC01049,1.1
21875,ENSG00000182634,OR10G7,0.675
21876,ENSG00000105698,USF2,1.08
21877,ENSG00000166268,MYRFL,1.04
21878,ENSG00000278529,MIR8070,
21879,ENSG00000186951,PPARA,1.33
21880,ENSG00000281950,SPDYE16,0.86
21881,ENSG00000261192,RNF126P1,
21882,ENSG00000248124,RRN3P1,
21883,ENSG00000158716,DUSP23,1.14
21884,ENSG00000267179,,0.91
21885,ENSG00000226620,LINC00343,1.16
21886,ENSG00000141753,IGFBP4,2.59
21887,ENSG00000265228,,1.11
21888,ENSG00000256892,,2.66
21889,ENSG00000274750,H3C6,
21890,ENSG00000161813,LARP4,1.4
21891,ENSG00000240021,TEX35,0.79
21892,ENSG00000183506,PI4KAP2,
21893,ENSG00000234008,PPP1R2P2,
21894,ENSG00000231850,,
21895,ENSG00000176623,RMDN1,1.11
21896,ENSG00000156966,B3GNT7,0.88
21897,ENSG00000278843,MMP28,1.32
21898,ENSG00000275832,ARHGAP23,1.08
21899,ENSG00000238377,,
21900,ENSG00000285094,LINC01488,1.49
21901,ENSG00000115657,ABCB6,0.76
21902,ENSG00000162650,ATXN7L2,0.79
21903,ENSG00000141384,TAF4B,1.27
21904,ENSG00000283793,MIR6861,
21905,ENSG00000272344,SNORD114-21,
21906,ENSG00000254737,OR10G4,0.62
21907,ENSG00000123975,CKS2,2.0
21908,ENSG00000196878,LAMB3,1.73
21909,ENSG00000180251,SLC9A4,0.86
21910,ENSG00000152611,CAPSL,1.85
21911,ENSG00000120705,ETF1,1.51
21912,ENSG00000126003,PLAGL2,0.77
21913,ENSG00000283326,MIR6860,
21914,ENSG00000041357,PSMA4,2.33
